0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
44, 0, 9, 79545, 3201, 1145, 5820, 4113, 1536, 54, 272, 626, 0, -24, 10485
50, 0, 0, 491173, 6912, 21338, 13481, 32990, 6985, 51, 2727, 1141, 0, 34, 123432
56, 0, 0, 1031555, 40483, 23329, 28371, 17000, 27033, 56, 8994, 1654, 0, -69, 144861
53, 0, 0, 611359, 25793, 29101, 61990, 24028, 27977, 30, 4364, 2166, 0, 96, 195095
57, 0, 0, 684733, 22203, 13828, 77550, 16805, 7328, 41, 3850, 2677, 0, 128, 54559
56, 0, 0, 141404, 2085, 7652, 15665, 5879, 3278, 54, 3087, 3197, 0, 113, 35672
63, 0, 0, 1180300, 42639, 30773, 10827, 68810, 6022, 50, 3883, 3707, 0, 54, 124477
60, 0, 0, 654267, 37037, 26774, 15463, 15363, 19142, 41, 3189, 4224, 0, -533, 314433
54, 0, 0, 1013762, 8504, 8123, 24389, 9508, 15920, 24, 5039, 4736, 0, 156, 98232
48, 0, 0, 14806, 5147, 1434, 1248, 2389, 644, 23, 232, 5243, 0, -42, 15442
50, 0, 0, 960833, 27091, 25941, 20503, 20712, 26063, 27, 10949, 5761, 0, -51, 70623
64, 0, 0, 820609, 5157, 7422, 3645, 6312, 1272, 38, 1872, 6274, 0, 229, 10996
61, 0, 0, 545370, 13875, 27419, 67449, 5255, 32845, 27, 5753, 6791, 0, 34, 620078
77, 0, 0, 140362, 28364, 30081, 35732, 9757, 7585, 40, 3572, 7303, 0, 89, 38600
75, 0, 0, 1299517, 13599, 32435, 39065, 22399, 6223, 37, 9871, 7818, 0, -104, 117823
60, 0, 0, 824550, 22220, 19209, 23036, 30332, 8583, 27, 6343, 8325, 0, 99, 197202
64, 0, 0, 821911, 13011, 17612, 36204, 34546, 17253, 34, 7527, 8846, 0, -20, 216509
64, 0, 0, 1166737, 14618, 33520, 27685, 20301, 7952, 21, 6976, 9360, 0, 24, 72929
66, 0, 43, 300895, 18104, 22390, 6354, 21998, 19682, 16, 9503, 9872, 0, 49, 68637
77, 0, 1, 771172, 3746, 11928, 16025, 15011, 15983, 23, 7180, 10388, 0, 40, 30661
90, 0, 20, 18757, 4893, 19854, 22668, 17912, 6016, 30, 3879, 10900, 0, -19, 41127
81, 0, 0, 97329, 4990, 6460, 11649, 5896, 2679, 34, 1613, 11414, 0, 38, 37433
80, 0, 0, 67411, 48636, 26364, 32503, 18700, 13768, 51, 10662, 11927, 0, 160, 39836
80, 0, 0, 49270, 4779, 8766, 16167, 11207, 25803, 57, 2113, 12438, 0, 54, 16576
80, 0, 0, 107331, 2604, 16191, 20940, 19180, 10354, 56, 6723, 12955, 0, 88, 38730
87, 0, 0, 111864, 16186, 19932, 2747, 32149, 8447, 47, 10872, 13466, 0, 77, 69528
84, 0, 0, 152923, 18150, 14283, 6633, 16292, 10675, 35, 2669, 13979, 0, 11, 40887
84, 0, 123, 8978, 17574, 8982, 3238, 8482, 7724, 35, 5420, 14484, 0, -6, 17159
84, 0, 0, 101506, 12067, 37140, 33267, 13017, 10835, 35, 7877, 14999, 0, -34, 120135
80, 0, 0, 605894, 28529, 14533, 10148, 20069, 10112, 44, 5292, 15523, 0, 90, 65183
83, 0, 0, 161128, 14726, 22151, 12222, 13063, 7503, 43, 7331, 16034, 0, -18, 51971
93, 0, 0, 62770, 7542, 16916, 8085, 18797, 9278, 37, 5381, 16552, 0, 64, 13142
91, 0, 0, 40660, 13615, 15077, 2090, 18851, 11951, 30, 5461, 17054, 0, 10, 65301
97, 0, 0, 439283, 7250, 8828, 12266, 3793, 1376, 40, 700, 17577, 0, 80, 11184
93, 0, 0, 1287045, 151517, 233162, 443237, 124830, 170615, 47, 41068, 18092, 0, 96, 727545
77, 0, 0, 380183, 26046, 6810, 7774, 5858, 4809, 56, 3676, 18605, 0, 66, 30490
77, 0, 0, 388899, 21471, 21633, 44076, 9833, 19394, 80, 13892, 19118, 0, 149, 41580
74, 0, 0, 82128, 57283, 29657, 49507, 13333, 10795, 84, 5379, 19633, 0, 48, 42683
74, 0, 2, 1067239, 31853, 34309, 67131, 43904, 9386, 84, 3683, 20148, 51, 458, 71804
74, 0, 0, 2427978, 32311, 7464, 33019, 17084, 2098, 84, 1543, 20662, 26, 42, 91274
66, 0, 0, 2126909, 169487, 35696, 100640, 22258, 43417, 96, 13918, 21172, 0, 33, 126704
69, 0, 0, 780269, 28531, 27060, 42713, 18018, 26565, 90, 5915, 21679, 0, -107, 95834
69, 0, 0, 590063, 2080, 8159, 5481, 4412, 2190, 67, 2844, 22200, 0, 17, 33910
64, 0, 0, 53954, 39655, 24040, 1892, 24166, 18489, 44, 9205, 22717, 0, -27, 176078
53, 0, 0, 283067, 3002, 2317, 9210, 9979, 3677, 16, 2775, 23229, 0, 19, 73993
54, 0, 71, 103856, 3249, 5429, 4049, 2067, 2870, 8, 1382, 23734, 0, 121, 20077
61, 0, 0, 111225, 24093, 27708, 10247, 9692, 16243, 21, 3644, 24255, 0, -66, 38317
54, 0, 0, 65810, 1235, 941, 959, 1542, 784, 16, 374, 24766, 0, -57, 14768
57, 0, 0, 164276, 13105, 2835, 21293, 6379, 5177, 38, 1769, 25279, 0, 43, 34609
38, 0, 0, 205593, 10362, 6316, 33565, 7784, 5100, 35, 2303, 25791, 0, 231, 183066
34, 0, 0, 360360, 3620, 4624, 6923, 7492, 3473, 35, 1059, 26299, 0, 66, 12760
37, 0, 21, 2182925, 18154, 28097, 76031, 78701, 29916, 43, 13091, 26824, 0, -29, 251542
40, 0, 0, 1134434, 46474, 15216, 19697, 23661, 10722, 30, 6022, 27338, 0, 150, 186335
54, 0, 8, 474229, 29999, 17864, 39717, 21245, 7271, 44, 5697, 27852, 0, 49, 71156
38, 0, 0, 833098, 13707, 3048, 28866, 9068, 924, 56, 939, 28367, 0, 6, 28416
41, 0, 0, 724629, 10369, 9734, 54592, 13622, 13196, 74, 10031, 28881, 0, -87, 37818
54, 0, 0, 258117, 2235, 7220, 4668, 5921, 4352, 66, 2134, 29394, 0, 33, 24612
50, 0, 0, 860948, 20752, 24724, 11914, 16643, 7791, 43, 5584, 29904, 0, 160, 298516
60, 0, 0, 646707, 10707, 22485, 73878, 13625, 10742, 37, 10730, 30416, 0, -43, 90861
54, 0, 0, 2325080, 246650, 96541, 226103, 105921, 35072, 23, 11728, 30933, 0, -85, 1241703
56, 0, 0, 692923, 899, 3592, 5847, 3038, 708, 37, 414, 31447, 0, 57, 6315
54, 0, 0, 273543, 11236, 6270, 15797, 3682, 2335, 50, 2365, 31956, 0, -10, 73737
56, 0, 0, 879065, 5423, 20686, 18372, 7119, 7035, 34, 7764, 32474, 0, 36, 125695
56, 0, 0, 1904119, 36542, 61562, 35216, 95877, 61345, 14, 8977, 32990, 0, 147, 1163282
44, 0, 0, 133904, 5294, 4466, 5048, 7625, 2024, 7, 1866, 33499, 0, 4, 42112
54, 0, 0, 820768, 29571, 29299, 16965, 39290, 9252, 7, 3376, 34016, 0, 233, 103340
47, 0, 0, 990488, 12043, 5533, 10631, 14904, 3062, 14, 3861, 34524, 0, 123, 70107
51, 0, 0, 713721, 18026, 8015, 9087, 13883, 5997, 34, 3357, 35041, 0, -13, 69513
67, 0, 0, 131019, 7957, 11264, 6202, 6114, 5288, 43, 1408, 35548, 0, -232, 12513
66, 0, 0, 871072, 12611, 30817, 63333, 52991, 9734, 47, 3382, 36070, 0, 112, 110957
80, 0, 0, 1069543, 4658, 14300, 9328, 7445, 9651, 44, 4196, 36582, 0, 16, 47993
80, 0, 0, 605554, 9823, 21894, 3510, 7448, 29727, 26, 6191, 37096, 0, 274, 202702
69, 0, 0, 1717311, 81117, 50804, 103401, 27544, 39991, 30, 22168, 37609, 0, 64, 174804
64, 0, 0, 732604, 6491, 7627, 1986, 6706, 4628, 17, 5195, 38115, 0, 36, 61725
78, 0, 0, 10606, 17229, 36011, 8621, 10305, 9634, 24, 2065, 38638, 0, 70, 17153
87, 0, 7, 76667, 22871, 19920, 24922, 17768, 12850, 54, 2260, 39152, 0, 105, 18311
78, 0, 0, 791348, 35178, 28030, 78177, 15932, 14941, 44, 11037, 39666, 0, -18, 314371
66, 0, 0, 561543, 4347, 1311, 6548, 3216, 2020, 57, 826, 40176, 0, 102, 25513
48, 0, 0, 616717, 5619, 4671, 8070, 3694, 3022, 57, 1846, 40693, 0, 13, 25527
27, 0, 0, 859737, 55655, 33286, 39404, 70902, 12571, 34, 9334, 41207, 0, 210, 932228
30, 0, 0, 165000, 12502, 9086, 20104, 8611, 5939, 35, 3066, 41719, 0, -229, 74613
37, 0, 0, 1375450, 17336, 9389, 22067, 19403, 10931, 30, 7561, 42233, 0, -4, 112515
34, 0, 0, 83529, 3617, 3873, 1056, 6008, 2687, 17, 1898, 42748, 0, 119, 37984
44, 0, 0, 691677, 25076, 16382, 11871, 9974, 9572, 27, 5321, 43262, 0, 76, 125450
29, 0, 0, 744292, 51286, 15209, 56748, 21488, 27108, 20, 8998, 43775, 0, 44, 740368
48, 0, 0, 857089, 4462, 9287, 10354, 4517, 8210, 27, 5151, 44287, 0, 122, 10893
51, 0, 0, 1062363, 5602, 8860, 17132, 7287, 7113, 43, 2875, 44802, 0, -117, 36561
41, 0, 0, 196168, 21766, 5559, 16924, 11639, 2918, 44, 1629, 45303, 0, -90, 111841
66, 0, 0, 938872, 2164, 9220, 19003, 8916, 2239, 60, 1284, 45829, 0, 632, 16501
40, 0, 0, 470970, 4193, 1013, 1878, 4049, 675, 44, 702, 46344, 0, -133, 32111
40, 0, 0, 848410, 12621, 17751, 70525, 18908, 4207, 54, 9609, 46858, 0, 25, 47447
48, 0, 0, 457463, 29911, 17517, 65398, 18271, 6663, 61, 3216, 47368, 0, -225, 117432
48, 0, 0, 534767, 725, 1507, 3007, 1503, 1403, 61, 667, 47886, 26, -3, 7627
41, 0, 0, 199759, 11772, 12716, 88475, 30806, 4823, 75, 5831, 48399, 0, 98, 12951
41, 0, 0, 384330, 21776, 13924, 20413, 14360, 7345, 75, 6100, 48911, 51, 507, 46034
41, 0, 0, 1323611, 6215, 23484, 1664, 19257, 10040, 75, 3233, 49426, 51, -243, 159924
41, 0, 0, 419506, 122016, 87930, 170134, 65762, 6025, 75, 3796, 49935, 51, 1155, 246128
41, 0, 0, 133929, 17655, 18164, 39938, 16871, 4983, 75, 2210, 50451, 25, 1225, 71566
