0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
53, 0, 0, 40378, 2646, 11382, 2963, 11480, 14135, 53, 5079, 626, 0, 34, 183105
63, 0, 0, 2180071, 22377, 66076, 45991, 36218, 19092, 37, 13197, 1139, 0, 244, 206990
51, 0, 0, 1101761, 17780, 5333, 12176, 6478, 4191, 41, 1057, 1655, 0, -723, 181707
50, 0, 0, 812276, 30115, 13011, 52872, 6737, 3822, 40, 5213, 2161, 0, 123, 125280
50, 0, 0, 893170, 46800, 21605, 17499, 26898, 14178, 60, 9385, 2679, 0, 58, 322308
48, 0, 0, 302497, 9419, 42491, 19531, 60074, 31517, 51, 19651, 3192, 0, -25, 176127
56, 0, 0, 279108, 13179, 22313, 42213, 9296, 8120, 53, 6257, 3709, 0, 64, 240099
60, 0, 0, 48147, 29576, 20243, 21509, 14361, 10729, 44, 5127, 4222, 0, 67, 146013
63, 0, 0, 1027417, 104288, 91566, 45507, 182311, 20141, 41, 21353, 4736, 0, 93, 874015
63, 0, 83, 520530, 8842, 2067, 10405, 2755, 970, 41, 313, 5241, 26, -12, 24753
54, 0, 0, 407831, 34616, 25488, 45469, 40936, 5481, 50, 4618, 5764, 0, 118, 270049
54, 0, 0, 486757, 6005, 2337, 7530, 3387, 1199, 50, 441, 6277, 26, 51, 24686
47, 0, 8, 980819, 23833, 10358, 45315, 12026, 23338, 51, 5240, 6790, 0, -781, 320311
40, 0, 0, 1277443, 27825, 9001, 47299, 8184, 4498, 57, 2696, 7305, 0, 11, 125483
40, 0, 0, 358517, 5378, 4267, 2467, 5950, 2073, 60, 2147, 7818, 0, 120, 41766
43, 0, 0, 437110, 21018, 16948, 39645, 3558, 17814, 66, 3138, 8331, 0, -122, 123023
48, 0, 0, 590343, 88268, 70350, 279523, 55629, 43072, 70, 12680, 8824, 0, -76, 927124
53, 0, 0, 634350, 6281, 11880, 59461, 11767, 5797, 75, 1210, 9356, 0, 7, 66325
53, 0, 0, 83684, 28110, 17279, 26531, 102159, 8092, 78, 2611, 9871, 0, -13, 153173
51, 0, 0, 660859, 109682, 40356, 45869, 97976, 44870, 74, 6949, 10387, 0, -26, 365195
63, 0, 0, 210621, 37303, 57641, 31635, 52198, 9492, 70, 4720, 10900, 0, 115, 172651
69, 0, 0, 207474, 49740, 30704, 45649, 16927, 12946, 69, 12418, 11414, 0, 284, 80164
75, 0, 0, 480620, 23310, 23324, 48874, 24300, 7125, 81, 10853, 11928, 0, -4, 69409
75, 0, 22, 307054, 1752, 1135, 4290, 1797, 445, 81, 192, 12440, 26, 38, 11750
74, 0, 0, 487548, 35595, 12851, 4563, 9257, 5007, 78, 2796, 12952, 0, -170, 156941
